CURP,nombre_cliente,paterno_cliente,materno_cliente,Localidad,calle_cliente,numero_cliente,CP_cliente,tipo_cliente,fotografia_cliente,telefono_casa,telefono_celular_cliente,Edificio,correo_electronico_cliente
UHRJ871208HUBNAG45,ALBERTO ENRIQUE,CASAS,MENDITEGUY,NAUCALPAN,CDA. DE FRANCISCO CASTAÑEDA  ,1,43941,T,rdekpfwnyc/timle.sdh,14-37-04-56,55-15-95-89-11,Facultad de Ciencias,pwanderschekey@phoca.cz
FHEU870909MTXQZH25,ALICIA,CASAS,RODRIGUEZ,NAUCALPAN,TECNICOS Y MANUALES  ,5191,39694,T,mdtkpqw/wojbs.rpq,96-38-18-40,55-62-74-93-01,Facultad de Ciencias,ahayllerez@japanpost.jp
IEXY801208HXMAQO87,FEDERICO,CASAS,PEREIRA,NAUCALPAN,AVENIDA SAUCES  ,60264,94895,T,lkmzdqng/srdgxmckh.pcg,86-91-99-61,55-40-26-49-49,Facultad de Ciencias,wdekeyserf0@myspace.com
MISP931209MCGNDB24,LUZ MARINA,CASAS,GUZMAN,NAUCALPAN,PUERTO RICO  ,669,72079,T,ymanic/oezc.rgn,77-60-35-54,55-02-61-66-55,Facultad de Quimica,wbellshamf1@bandcamp.com
NCTQ911228HSDLBF32,MARIA ELSA,CASAS,GOMEZ,NAUCALPAN,QUETZALCOATL  ,43,92419,T,vhtseg/fagq.ufz,33-02-25-21,55-80-63-52-23,Facultad de Ciencias,rhaccletonf2@usda.gov
GFLJ950917HRTWFB66,JESUS ARIEL,CASCO,ROJAS,NAUCALPAN,CIRCUITO PLAZA DE LA PAJA  ,776,13611,T,fairuthe/vamrizfesb.xpq,64-77-25-76,55-68-67-85-11,Facultad de Ciencias,dkonnekef3@deliciousdays.com
JKAW681228MEPMWH01,JULIO CESAR,ROQUERO,ORTIZ,CUAUTITLAN,CD. TABAQUILLO  ,11,71581,T,pqngcrox/qgvdbl.ntu,13-84-49-13,55-79-04-33-85,Facultad de Ciencias,asybef4@europa.eu
NYQT941218MZDGTB45,MARIA NILSA,PEREZ ,HERNANDEZ,CUAUTITLAN,RETORNO  DE TRONCOSO  ,8288,31966,T,gypve/ewuoy.dzh,34-61-29-04,55-95-97-40-96,Facultad de Odontologia,tfearef5@tiny.cc
CWUS971009HFXDHV55,MARIA DEL ROSARIO,PEREZ,QUINTELA,CUAUTITLAN,HDA DE JILOTEPC  ,82,16707,T,ljvsnwe/myct.geb,42-44-00-88,55-66-18-88-44,Facultad de Ciencias,nwhittallf6@networkadvertising.org
OJFT951227HWMXIG21,JOSE ENRIQUE,DOMINGUEZ ,BRANDO,CUAUTITLAN,ALAMOS  ,32465,62163,T,rlvb/olqzmxut.gyo,56-72-57-43,55-34-98-13-57,Facultad de Quimica,jgilhoolf7@bloglines.com
DRVC981129HXYJBS71,ANDREA MARA,CABRERA,LUCAS,CUAUTITLAN,PERUANOS  ,73,92709,T,pdlwuba/vaxnfil.xbs,68-77-39-20,55-17-81-34-14,Facultad de Ciencias,cstandringf8@shutterfly.com
WMQJ931227HCYWEB85,MARIA DEL ROSARIO,VARELA,SANTANGELO,CUAUTITLAN,CALZADA DE LAS BOMBAS  ,7,52012,T,tflznawj/msfozvcwt.xve,04-79-29-11,55-03-19-83-62,Facultad de Psicologia,rtrunksf9@army.mil
NRFL981126MNVCYH69,MARIA NOEL,SANGUINETTI,VEZZOSO,CUAUTITLAN,MACEDONIO ALCALA  ,146,19107,T,lmrnfvx/fvdgwrlci.yxc,42-95-44-51,55-59-05-87-68,Facultad de Ciencias,arainerfa@issuu.com
EBQR901029MVIUZD82,EDUARDO,COSTAS,VAZQUEZ,CUAUTITLAN,TEJAMANIL  ,39876,70856,T,dwfsxiylp/shcewtyilx.mik,70-52-37-37,55-59-18-48-30,Facultad de Quimica,gdermotfb@arstechnica.com
LPWZ961209MABKVW45,JOSE LUIS,CASSANELLO,CHIPARELLI,CUAUTITLAN,RETORNO ELIAS F. HURTADO  ,95,63454,T,ynoqf/tiro.lkz,27-31-61-75,55-77-15-26-07,Facultad de Ciencias,gmariefc@dion.ne.jp
SUJR911129MFKEIN57,ARMANDO IRINEO,CASTAINGDEBAT,COLOMBO,CUAUTITLAN,AMAPOLA  ,2241,92821,T,kbhlxtpy/yjrn.mqo,59-85-90-30,55-47-27-90-79,Facultad de Quimica,hstrephanfd@jugem.jp
FTAI900929HFTJYL59,ALBERTO,CASTELAR,RODRIGUEZ,CUAUTITLAN,CAMPESINOS  ,27,45169,T,trjyxlpnhd/utgoq.gaz,24-57-05-16,55-13-38-71-79,Facultad de Odontologia,wkamingfe@youku.com
LMAN931019MBOAPJ24,DANIEL EDGARDO,CASTELLA,LORENZO,CUAUTITLAN,GALEANA  ,7087,31966,T,wrsokue/rwgqdfsxlt.cjq,21-00-63-17,55-24-78-64-20,Facultad de Ciencias,cclaireff@pinterest.com
RBPH841217MIWTQX65,GABRIEL ALFONSO,CASTELLA,LORENZO,CUAUTITLAN,BOULEVARD MALINTZI  ,54446,46264,T,dncz/jbkcresh.fde,91-92-54-32,55-33-56-33-71,Facultad de Psicologia,dcaghanfg@latimes.com
ISUN921207HCRPKU59,JAQUELINE,CASTELLI,ALMEIDA,CUAUTITLAN,CAMPO FLORIDO  ,23,85007,T,jetacrgz/fknesvgirx.baj,01-05-31-25,55-25-10-66-75,Facultad de Quimica,gisetonfh@bravesites.com
IUJT831029MNUCYI26,AMAVIRA HAYDEE,CASTGLIONI,BARRIOS,CUAUTITLAN,ATLETAS  ,976,73438,T,slxhyeg/wcasmukv.kim,50-97-04-03,55-91-62-41-85,Facultad de Ciencias,ydelamerefi@wix.com
SGYW811006MZTHRJ96,CLAUDIO GABRIEL,CASTIGLIONI,NICOLELLA,CUAUTITLAN,INDEPENDENCIA  ,7196,23406,T,zusregp/zmkojhb.fmg,44-68-96-49,55-46-16-73-65,Facultad de Medicina Veterinaria y Zootecnia,mswornefj@tinypic.com
SDKC891029HEYMBN39,VERONICA,CASTILLO,BUGAIOV,CUAUTITLAN,AV. CASTILLO DE CHAPULTEPEC  ,2162,37904,T,cdhbrfxgk/hujwytmgl.bao,80-54-12-09,55-58-85-54-69,Facultad de Ciencias,dlowinfk@epa.gov
YLGI990429MXPCHL66,JOSE  LUIS,CASTILLO,CABRERA,CUAUTITLAN,CHIMALPOPOCA  ,1,50321,T,owdlcn/hbqvtz.nky,85-35-92-17,55-19-67-81-31,Facultad de Psicologia,ewoffendenfl@zimbio.com
MHPV861219HFPYQS86,ESBAR GONZALO,CASTILLO,RAMIREZ,CUAUTITLAN,CRUCES  ,0,90070,T,iljgfnry/koguqezd.omg,50-16-82-57,55-22-66-21-28,Facultad de Quimica,pcornhillfm@shinystat.com
GWFS690919MTMEGU97,FLAVIO SOLIS,CASTRO,SAYAS,CUAUTITLAN,JUAREZ  ,9,85825,T,rsadl/tqkuxh.xcb,55-54-83-07,55-20-09-00-90,Facultad de Quimica,eresunfn@microsoft.com
BSNV841228MEOMZP97,NORA MARIA,CASTRO,NAVAJAS,CUAUTITLAN,PERU  ,70651,10373,T,xdkn/gizlacpmr.obj,63-33-65-77,55-57-71-40-44,Facultad de Psicologia,rrickisfo@youtu.be
LWGU811209HPQAZM66,HUMBERTO,CASTRO,VELAZQUEZ,CUAUTITLAN,HUERTAS  ,296,80383,T,pcfm/zdvifcpska.blx,70-41-10-74,55-14-38-77-80,Facultad de Ciencias,fpetrakovfp@i2i.jp
HYSE971228MPCHJQ50,RAUL BOLIVAR,CASTRO,SILVA,CUAUTITLAN,ERICKO EL ROJO  ,906,14870,T,zqlvg/npih.znf,85-63-74-92,55-02-18-62-76,Facultad de Ciencias,cbiasifq@jigsy.com
LMND951218HEARZS15,LUIS MARIA,CASTRO,RAMIREZ,CUAUTITLAN,ADOLFO PRIETO  ,11060,60201,T,dmasz/skurvixpco.xoa,99-66-05-95,55-89-76-17-97,Facultad de Ciencias,ablesingfr@ifeng.com
VXNI841129HIMDXN74,MARGARITA,CASTRO,GIUGGIOLINI,CUAUTITLAN,TEJAMANIL  ,1,22896,T,ptgkbzwsv/kglyhqmsd.ifk,20-24-15-68,55-01-13-17-91,Facultad de Musica,babbiefs@devhub.com
JSRO821208HVWMTC12,VICTOR  HUGO,CASTRO,INCIN,CUAUTITLAN,CDA DE MINAS  ,9,95911,T,ynprzgtjqx/cdhefnaup.cph,55-36-45-88,55-87-76-18-56,Facultad de Quimica,nbarkeft@army.mil
YKJH851108HGNOTZ28,JOSE CARLOS,CASTRO,MENY,CUAUTITLAN,MARGARITA MAZA DE JUAREZ  ,5688,26382,T,fcqrlesijv/fltnapum.bat,90-82-19-49,55-39-30-34-02,Facultad de Ciencias,dspincksfu@upenn.edu
KQAN721129MOSXZR28,MONICA,CASTRO,ROMANO,CUAUTITLAN,CARTILLA  ,93,73725,T,jkpc/sclxok.lho,94-35-97-04,55-15-90-83-42,Facultad de Ciencias,pgilkesfv@sciencedaily.com
JYWR781229HWJYCN33,JORGE,CASTRO,VEGA,CUAUTITLAN,MANUEL GANDA  ,9,43100,T,iwajyetfk/jmfg.qwm,41-11-34-81,55-93-29-89-70,Facultad de Ciencias,lkynastonfw@discuz.net
UVPF821228MNWQXL54,ALICIA,CASTRO,RIVERA,CUAUTITLAN,NUEVA TEOTIHUACAN  ,238,51011,T,fsmvgplaz/exzrwhty.ygo,68-79-19-70,55-69-81-16-77,Facultad de Quimica,rmcgibbonfx@theguardian.com
YUPA851129HUZXKI21,PABLO,CASTRO,PARDI?AS,CUAUTITLAN,MIERES  ,7,98304,T,quyizn/sopy.wlm,41-33-01-99,55-74-19-37-18,Facultad de Ciencias,csherlockfy@joomla.org
PLIH801029MOGXQN46,MARIO EDUARDO,CASTRO,LABORDA,CUAUTITLAN,AV. SAN LORENZO TEZONCO  ,98,78324,T,ifzy/ojxitk.lri,52-46-58-67,55-36-65-44-54,Facultad de Odontologia,tmackenneyfz@forbes.com
YSQE711128HWJRTI25,ALEJANDRO,CASTROMAN,HACKEMBRUCH,CUAUTITLAN,TENORIOS  ,5674,45474,T,khsdeycnjm/trmchq.xbr,80-73-90-34,55-50-50-07-67,Facultad de Odontologia,rkilleng0@rediff.com
ZIWY761228MNBSPZ78,MARIA ALEJANDRA,CASULLO,BARTOLOTE,CUAUTITLAN,DAVID R. SCOTT  ,44,71418,T,zebgiwyql/jixvrl.rds,50-88-55-84,55-35-06-63-72,Facultad de Ciencias,dgearingg1@businessinsider.com
EZKX971126MRCHPX65,EDISON HUMBERTO,CASULO,BERNASCONI,CUAUTITLAN,RODOLFO FIERRO  ,98,24835,T,bkuifca/txfvo.cus,33-87-54-23,55-80-42-06-39,Facultad de Quimica,cnorwayg2@arstechnica.com
VQRS921028HZWOHC24,ANIBAL,CATALDO,RODRIGUEZ,CUAUTITLAN,BALMACEDA  ,60974,49347,T,migzk/lkbivoshz.npc,81-43-24-31,55-59-77-46-17,Facultad de Quimica,rminshallg3@statcounter.com
SHAW971007MNMJFD54,JORGE ANTONIO,CATENACCIO,ALONSO,CUAUTITLAN,CALANDRIA  ,849,82485,T,snudkro/trquz.mrn,14-38-21-77,55-15-61-19-02,Facultad de Quimica,jsheeresg4@163.com
XAFU721119HAOYNI38,MARIA ELIZABETH,CATEURA,DEAMBROGIO,CUAUTITLAN,CALLEJON ITURBE  ,179,58253,T,zxws/xnfot.mpz,99-14-09-89,55-45-77-86-29,Facultad de Ciencias,pbrethertong5@zdnet.com
MHKE700909HRTYPZ73,GERMAN FEDERICO,CAVALLERO,DALIA,CUAUTITLAN,ARTEMISAS  ,1,63890,T,iepdv/heqncb.kba,77-68-22-12,55-78-62-86-58,Facultad de Ciencias,wpheasantg6@reuters.com
OXLU811129MITXEV49,EDUARDO NELSON,CAVALLI,ASOLE,CUAUTITLAN,SAGITARIO  ,8297,53275,T,oubrgkcze/fdwjytu.dhm,79-68-30-02,55-13-75-49-59,Facultad de Quimica,lquadrig7@sohu.com
TKCL981227MRCZYE74,MARIA NOEL,CAYAFA,TAPIE,CUAUTITLAN,NULL  ,7,33412,T,njcev/wkzsv.ism,91-78-90-64,55-68-22-63-71,Facultad de Filosofia y Letras,hsyalvesterg8@webeden.co.uk
CFDE841219HFVTHI31,LAURA,CAYON,CRUZ,CUAUTITLAN,DA CERRADA DE LOMA LINDA  ,30549,91521,T,hviqtsagkc/hrzo.suh,89-21-31-45,55-92-54-18-78,Facultad de Psicologia,cwoolbrookg9@vkontakte.ru
USJI971107MOAXIQ26,DANIEL,CAZET,MONTES,CUAUTITLAN,JOSE MARIA MORELOS  ,4376,59276,T,qrwzjlxag/fylhmpao.vse,47-48-62-85,55-55-52-07-49,Facultad de Ciencias,pstirrupga@archive.org
JQPU991219MABUSF04,BEATRIZ AIDA,CAZZANIGA,GUGGERI,CUAUTITLAN,ORIENTE  ,684,16455,T,xnhjbeuic/upgbh.qvd,77-45-89-24,55-59-86-32-26,Facultad de Musica,yjeynesgb@nba.com
CPVU911227MDBVOG32,ESTRELLITA CELIA,CEA,VOARINO,CUAUTITLAN,YUCATAN  ,58039,24262,T,mzleycni/tagjhy.bhn,97-06-31-73,55-54-85-08-73,Facultad de Quimica,lmillikengc@hc360.com
INPG711218MZKXPI32,ADRIANA,CECCONE,TAPIA,CUAUTITLAN,NORTE   ,798,76866,T,dzrm/vxtzdm.qha,11-71-05-24,55-66-85-02-62,Facultad de Ciencias,aveldstragd@tripod.com
VMEB731209HVOKYL68,MARIA CRISTINA,CEDRES,SILVERA,CUAUTITLAN,PINARES  ,9,87737,T,epbvuckq/hkgv.fsr,85-08-76-92,55-18-47-25-47,Facultad de Ciencias,dgrainege@hatena.ne.jp
XWSI801119HZIFDR86,ANGEL,CEDRES,SANTOS,CUAUTITLAN,ALDAMA  ,31683,73647,T,lfxwjgmez/sbzjtfpw.lth,61-11-76-07,55-11-68-81-00,Facultad de Ciencias,mbannermangf@google.co.jp
JYXT691119HEPHVT50,ALBA BEATRIZ,CENTURION,ARBALLO,CUAUTITLAN,PRIMERA CERRDA DE MARGARITAS  ,7,74351,T,kbvnqe/aoeztlig.kvf,08-05-05-20,55-01-43-82-06,Facultad de Quimica,bsplevinggg@php.net
TEBQ901229MCSDKG65,NARIA LOURDES,CERCHI,GIL,CUAUTITLAN, AVENIDA SUR  ,7624,77480,T,ucgbmrwvnq/qohgtdjfs.bat,65-58-67-27,55-19-82-17-97,Facultad de Ciencias,rdanahargh@dot.gov
NAQK930809HQTGON58,GRACIELA IVONNE,CERIANI,BRUSCO,TEXCOCO,CALLE DE MINAS  ,13340,37004,T,rtqbcyxm/cndxats.gtw,42-79-65-17,55-91-42-91-73,Facultad de Quimica,zdreusgi@nsw.gov.au
UOMC751129MXEOKC52,ELENA,CERNUSCHI,PAEZ,TEXCOCO,NIÑOS HEROES  ,2815,98103,T,yupwrociv/taqkpc.yux,46-05-66-46,55-30-02-18-88,Facultad de Psicologia,asouthwaygj@wikispaces.com
BRTC801229HZYPWA03,RAMIRO,CERRUTI,GIMENEZ,TEXCOCO,PRIVADA LIMONES  ,34,53252,T,pioyfg/lsxknbiq.vrd,04-00-26-88,55-07-58-70-73,Facultad de Quimica,clembckegk@4shared.com
MKYR831116MIRAVE76,RODRIGO LORENZO,CERRUTTI,GIMENEZ,TEXCOCO,ANDADOR ARCHIDONA  ,8860,67617,T,ohbsdqg/veaptwqd.ank,14-75-87-13,55-04-23-34-89,Facultad de Quimica,mflattegl@alibaba.com
ITDF931119MXSCAG77,GUSTAVO,CERSOSIMO,MICHELINI,TEXCOCO,TABASCO  ,5648,59821,T,pehz/ijcvs.wxa,78-58-88-16,55-99-08-38-23,Facultad de Ciencias,rmaclarengm@merriam-webster.com
IPHK601126MIXBSM61,ANA MARIA,CERUTTI,ALBARELLO,TEXCOCO,QUETZALCOATL  ,81,17443,E,vlti/acvkwe.rvc,40-27-88-46,55-50-94-18-27,Facultad de Quimica,vsearsongn@who.int
TRPJ601209MSGIQZ46,YANET LILIAN,CERVI,ABELEIRA,TEXCOCO,CARTILLA  ,43770,73274,E,dpnckmbv/qykmxrvoc.lqv,61-85-26-54,55-38-39-73-75,Facultad de Quimica,jfeaveergo@google.cn
BESQ880829MSAPLW21,ERNESTO,CESAR,ESTRADA,TEXCOCO,TOTONACAS  ,5,37240,E,xbqrkmj/rsixjbn.ldn,65-87-10-10,55-19-73-48-63,Facultad de Psicologia,flindholmgp@over-blog.com
CXAU981028MBMVKU15,JUANPABLO,CESIO,CESCONI,TEXCOCO,IXTLIXOCHITL  ,64,19707,E,rvqyhfzu/snvwqiybu.aum,29-85-93-07,55-70-73-80-70,Facultad de Ciencias,tcurrumgq@prweb.com
TCKE941224MYDCOV49,JOSE MAR?A,CESTAU,DOPESO,TEXCOCO,CANAL SECO  ,2,31622,E,dzogtewrpk/nstowfjg.dwh,94-97-77-55,55-78-98-89-29,Facultad de Ciencias,ftweedgr@chronoengine.com
FARS980927MJMEFW90,MANUEL ALBERTO,CHABALGOITY,RODRIGUEZ,TEXCOCO,CALLE LAZARO CARDENAS  ,83248,87106,E,yezp/eyjfnbqa.hqx,83-19-67-67,55-94-16-63-97,Facultad de Ciencias,bbansteadgs@networksolutions.com
TSEM921129HMSXNU37,IRIOMAR,CHAGAS,MIRANDA,TEXCOCO,TONATIUH  ,2882,51719,E,ozwxmk/seuyj.vsf,49-36-20-64,55-52-08-74-63,Facultad de Odontologia,ccawsgt@ox.ac.uk
DSTK951129MVOMAI32,RENE,CHAGAS,SANTELLANO,TEXCOCO,FELIPE ANGELES  ,3127,35555,E,orctfvx/avhgqmcl.hlm,66-21-58-64,55-89-26-18-16,Facultad de Ciencias,jcorbridgegu@de.vu
VSMQ931229MXAFLV52,PABLO,CHALAR,RODRIGUEZ,TEXCOCO,BRUSELAS  ,488,74851,E,drpgszkuve/zmewq.mrj,62-73-70-34,55-15-81-46-45,Facultad de Musica,afullerlovegv@smh.com.au
JTQU961126MNGXFP07,JULIO CESAR,CHALAR,VECCHIO,TEXCOCO,BARRIO DE SAN JOSÉ  ,2,78350,E,bxeqogrmpa/xrng.epc,79-96-62-61,55-86-27-65-40,Facultad de Quimica,kstadengw@google.de
ZUVL911227HMIUGX60,MARIA ROSA,CHAMACHOURDJIAN,TABAKIAN,TEXCOCO,BAJADA DEL SALTO  ,67,71988,E,nbxuw/hwibpdml.mfc,14-25-25-50,55-16-16-94-44,Facultad de Musica,mbockhgx@statcounter.com
ORLN981229HEAGNJ24,LUIS DANTE,CHARLES,VINCIGUERRA,TEXCOCO,CALVARIO  ,9,80081,E,jvozxlaku/pwatjzdxnh.yhf,03-65-54-87,55-44-59-24-09,Facultad de Ciencias,bbronotgy@cafepress.com
MCVR871229MKFMHL61,SILVANA MABEL,CHARLONE,MARTINEZ,TEXCOCO,AV. TLALMEMELOLPAN  ,96,89684,E,yonb/seiql.mgv,48-92-32-05,55-58-94-92-65,Facultad de Quimica,msorrelgz@google.pl
MEVS831225HFTSYH86,OSVALDO RAFAEL,CHAVASCO,OSVALDO,TEXCOCO,LOMA DEL GALLO  ,9,10817,E,yren/lqhxjipwt.jto,00-76-00-51,55-89-31-91-25,Facultad de Psicologia,rmoodyh0@xrea.com
DZMG651128MIPLOW46,JOSE ENRIQUE,CHAVAT,AZENI,TEXCOCO,A. CALLE SUR  ,8338,97148,E,awqpckx/alsumky.muo,69-39-84-04,55-34-94-55-42,Facultad de Odontologia,idewdenyh1@earthlink.net
PZHG981217MOXITF55,LIDIA MARGOT,CHAVES,PEDREIRA,TEXCOCO,DA CERRADA DE DURAZNOS  ,5,24279,E,wixode/kwqtub.lsb,06-88-56-74,55-71-12-78-50,Facultad de Quimica,jnisbithh2@wordpress.org
CHFM961127MMSAXK18,AGUSTINA ESTELA,CHAVES,MIRABALLES,TEXCOCO,HACIENDA DE PEÑUELAS  ,414,37929,E,bxdytksn/nvdmlres.hjk,25-80-95-09,55-05-59-05-24,Facultad de Ciencias,bmawbyh3@networkadvertising.org
RIKN921219MVWKBQ89,JORGE OMAR,CHEDIAK,GONZALEZ,TEXCOCO,IGNACIO ZARAGOZA  ,40,14878,E,eynfhcvzj/ohpsvnabqc.xzf,40-72-47-07,55-77-85-83-18,Facultad de Ciencias,wfraineh4@surveymonkey.com
JUHS941229HLCDZS19,ZOILO JAVIER,CHEVESTE,MONTES,TEXCOCO,SANTA MARIA  ,758,83101,E,xfwhauvn/cdsrtpzkn.xfz,45-48-44-98,55-12-26-50-63,Facultad de Ciencias,ctoppesh5@studiopress.com
FAGW671227MNLFXE64,JACQUELINE RITA,CHICO,SALGADO,TEXCOCO,GUADALUPE VICTORIA  ,6,79497,E,agjmt/xsvomdbric.jlg,01-82-77-06,55-93-01-19-29,Facultad de Quimica,askamalh6@facebook.com
DGJU901129HXWUPS67,RICARDO ALEXIS,CHIECCHI,ROSTAN,TEXCOCO,PROVIDENCIA  ,305,16232,E,vune/xjkgm.jka,19-36-02-78,55-22-49-42-69,Facultad de Ciencias,ocoltanh7@hibu.com
IRUN961226HKDLWP90,ANTONIO,CHIESA,BRUNO,TEXCOCO,UNIDAD HABITACIONAL MILITAR  ,659,98796,E,qchjlpfwia/bpuxwsrac.dps,91-35-44-36,55-23-50-24-75,Facultad de Quimica,tballintimeh8@sitemeter.com
YXUK981229MOIQVZ16,SERGIO,CHIESA,DUHALDE,TEXCOCO,JORGE WASHINGTON  ,71,32191,E,djzox/akbnyl.fhk,23-89-19-08,55-64-63-09-00,Facultad de Ciencias,jdevilleh9@yellowpages.com
EHZK951217MJCHIY32,RUBENS,CHIRIBAO,BIANCHINOTTI,TEXCOCO,AVENIDA SAN JERONIMO  ,81354,93597,E,mpez/oahimse.pzx,14-25-42-80,55-37-55-07-82,Facultad de Quimica,sewebankha@elpais.com
ZJAM821109HACQNK17,JUAN A.,CHIRUCHI,FUENTES,TEXCOCO,LAGUNA DE TERMINOS  ,8,61199,E,gwhju/dsrlhx.xqs,13-68-00-40,55-39-79-97-92,Facultad de Ciencias,hquaintancehb@desdev.cn
IBUS881217MSDOAF21,JORGE EDUARDO,CHRISTY,DAVIES,TEXCOCO,ORQUIDEA  ,2,66178,E,kwnacexpmo/hgckvsfb.vfe,31-89-00-04,55-49-01-65-55,Facultad de Ciencias,lkleinstubhc@fda.gov
PNJX940916HADJQY51,LUIS AGUSTIN,CIGANDA,ROMERO,TEXCOCO,TENAYUCA  ,45971,45735,E,tnezk/axwe.ufl,75-15-86-53,55-41-24-53-69,Facultad de Ciencias,twilkshd@kickstarter.com
YDGS981229HPEGLX29,CESARE GABRIEL,CINGIA,ALCALDE,TEXCOCO,CALLE  DE FEBRERO  ,131,65490,E,srpgayuot/gqltafsub.eyp,28-00-12-42,55-65-91-18-87,Facultad de Quimica,pprycehe@loc.gov
OZWI921029HWGBFP01,LUIS MILTON,CISNEROS,BENITEZ,TEXCOCO,HERIBERTO FRIAS  ,14,89836,E,tsnb/wngjmphca.zfw,87-95-91-35,55-77-34-59-28,Facultad de Quimica,bcloweshf@cafepress.com
METD731108MKTNMB41,ADRIANA MARIA,CITTADINO,PRETI,TEXCOCO,CONSTITUCION  ,3866,66729,E,uxabojr/fxiy.qvn,17-12-38-87,55-13-38-01-92,Facultad de Musica,gcasserleyhg@issuu.com
XOTR631208HWCXGA24,JUAN JOSE,CLADERA,COHN,TEXCOCO,CALLE GRANADAS  ,83424,70708,E,vorwlnazui/nempgr.ltv,85-77-54-75,55-88-77-68-29,Facultad de Ciencias,rhatwellhh@google.com.hk
ADGJ841106MTRHOW65,JOSE,CLASTORNIK,TAUBE,TEXCOCO,BALVANERA  ,35,55535,E,wuafgp/cefkb.wpu,62-33-36-63,55-57-88-02-49,Facultad de Psicologia,mcherrisonhi@bandcamp.com
URKM861207MXRAYL91,HECTOR ANIBAL,COCARO,PIPPOLO,TEXCOCO,ANDADOR   ,475,22454,E,jdozgm/tohwix.kva,67-72-85-00,55-98-16-75-83,Facultad de Psicologia,dlauriehj@i2i.jp
FXZE651016HLNJRW03,HUGO,COELHO,SANDIN,TEXCOCO,MANUEL GANDA  ,3231,93622,E,apdcr/xsrafgetkc.acy,61-82-96-29,55-10-88-46-55,Facultad de Quimica,djarrellhk@vimeo.com
UEXS981229MZPRXH88,HEBER ANTONIO,COELLO,PEREZ,TEXCOCO,NUEVA TEOTIHUACAN  ,915,61406,E,bigs/venfml.cjq,90-85-25-14,55-88-17-71-89,Facultad de Quimica,baddeycotthl@aol.com
RMAO971109MVGRDC11,ADRIANA,COELLO,COLOMBO,TEXCOCO,PRIMERA AVENIDA  ,350,40268,E,ukxf/sehgqwfcpl.fln,69-96-86-62,55-75-95-14-92,Facultad de Quimica,rbernardonhm@epa.gov
FZWX600817HVYZBW79,HEBER ANTONIO,COELLO,PEREZ,TEXCOCO,IXTLIXOCHITL  ,441,71586,E,sodm/gibyxz.vcq,17-57-59-64,55-17-97-28-22,Facultad de Quimica,chenrychhn@discovery.com
VYAQ821226HRDFMZ50,WALTER ALEX,COFONE,LARROSA,TEXCOCO,RODOLFO FIERRO  ,281,41934,E,jcfmohwux/xgop.lbs,51-10-41-55,55-06-31-34-51,Facultad de Quimica,tblackdenho@lycos.com
MGBR851127HQEAMG95,OSVALDO,COITI?O,SANTOS,TEXCOCO,ALFONSO XIII  ,34604,80082,E,mrwifsudb/onlcawqkzi.jlm,94-70-20-27,55-63-46-88-89,Facultad de Ciencias,jbackeshp@yelp.com
JTQE871028HVOPCZ78,JORGE,COLACCE,MOLINARI,TEXCOCO,CALZ. DESIERTO DE LOS LEONES  ,7604,79609,E,tafovxed/zulte.srz,01-44-65-38,55-52-90-90-77,Facultad de Quimica,snapolihq@flavors.me
ZDKJ881118MVEDPO91,EDGAR DIONISIO,COLLAZO,SANCHEZ,TEXCOCO,CERRADA DE CUAUHTEMOC  ,814,39407,E,tqaxwckjoz/wepdloxbj.hpt,48-93-56-40,55-00-58-63-71,Facultad de Quimica,baberdeenhr@jalbum.net
ZCRI821119HPKGIU66,MARCIA LEONORA,COLLAZO,IBA?EZ,TEXCOCO,FRANCISCO DEL PASO Y TRONCOSO  ,397,52985,E,dujqxfepsv/qlfzmto.rsa,30-92-97-45,55-03-92-14-69,Facultad de Ciencias,dargabritehs@fotki.com
RJHO811227HBRWPO40,JOSE ENRIQUE,COLMAN,BAUTISTA,TEXCOCO,VALLE DE LOS TOLTECAS  ,15551,40237,E,nwcy/wjkmago.fzc,41-86-09-81,55-15-05-15-37,Facultad de Quimica,lstollsteinerht@tripod.com
MUQW771219HQVCGU58,CARLOS VICENTE,COLOM,SCALONE,TEXCOCO, DE FEBRERO DE   ,62,26253,E,zcrt/rvmqds.egz,80-62-21-50,55-23-87-30-57,Facultad de Ciencias,golanderhu@paginegialle.it
SKZM821129MULWXC44,ALBERTO RUBEN,CONDE,MORIONDO,TEXCOCO,TENORIOS  ,5,16486,E,pinfesmqwy/ivbflj.cgu,71-98-39-78,55-66-09-50-08,Facultad de Ciencias,jbaynshv@reverbnation.com
TUPS651119HBDORF92,CARLOS ROBERTO,CONDE,CARRERAS,TEXCOCO,CRUCES  ,89,22609,E,crbnxhioep/kmndyzl.gbt,00-07-67-52,55-49-06-14-70,Facultad de Ciencias,mkinkadehw@cdbaby.com
JTWL811009HHVOUL23,OLGA ELENA,CONDENANZA,HAEDO,TEXCOCO,PALMIRA  ,48,98788,E,nfzs/wvuzejdobg.rxj,07-50-42-98,55-76-31-68-23,Facultad de Ciencias,rzaniolettihx@wix.com
JYRG661218HRWBTD06,KARL FREDERICK,CONSOLANDICH,CIRISOLA,TEXCOCO,DR ARCE  ,77,21788,E,hnok/meygvdubc.irj,99-62-79-25,55-11-23-71-07,Facultad de Ciencias,arosternehy@theglobeandmail.com
